booking_id,customer_id,status,no_of_rooms,hotel_id,amount,discount,date_of_booking,check_in,check_out,discount_percent
326,172055,Stayed,1,439,3509,743,2017-01-23,2017-01-23,2017-01-24,21
327,56558,Stayed,1,439,3574,756,2017-01-14,2017-01-14,2017-01-15,21
328,66097,Cancelled,1,439,3574,908,2017-01-14,2017-01-14,2017-01-15,25
329,134413,Cancelled,1,301,3054,776,2017-01-31,2017-02-01,2017-02-02,25
330,171359,Stayed,1,301,2404,508,2017-01-29,2017-01-30,2017-01-31,21
331,111098,Stayed,1,301,2664,563,2017-01-25,2017-01-25,2017-01-26,21
332,33359,Stayed,1,301,3054,646,2017-01-20,2017-01-21,2017-01-22,21
333,84259,Stayed,1,301,3379,858,2017-01-14,2017-01-14,2017-01-15,25
334,195741,"No Show",1,301,2859,605,2017-01-05,2017-01-10,2017-01-11,21
335,60460,Cancelled,1,301,2404,529,2017-01-29,2017-01-29,2017-01-30,22
336,119466,Cancelled,1,301,3379,858,2017-01-12,2017-01-13,2017-01-14,25
337,60557,Cancelled,1,301,3444,875,2017-01-09,2017-01-10,2017-01-11,25
338,114013,Cancelled,1,296,6692,1416,2017-01-11,2017-03-09,2017-03-11,21
339,114013,Cancelled,1,296,6757,1430,2017-01-11,2017-03-07,2017-03-09,21
340,90625,Stayed,1,296,2079,458,2017-01-31,2017-01-31,2017-02-01,22
341,137366,Stayed,1,296,3314,842,2017-01-22,2017-01-22,2017-01-23,25
342,126313,Stayed,1,296,2989,784,2017-01-09,2017-01-11,2017-01-12,26
343,92904,Cancelled,1,296,3444,728,2017-01-05,2017-01-12,2017-01-13,21
344,126313,Stayed,1,296,3054,801,2017-01-08,2017-01-10,2017-01-11,26
345,193742,Stayed,1,421,3832,972,2017-01-19,2017-01-20,2017-01-22,25
346,30671,Cancelled,1,314,2209,468,2017-01-27,2017-01-27,2017-01-28,21
347,45412,Stayed,1,331,2794,591,2017-01-26,2017-01-26,2017-01-27,21
348,45412,Cancelled,1,331,2534,536,2017-01-25,2017-01-25,2017-01-26,21
349,63032,Stayed,1,331,2404,508,2017-01-15,2017-01-15,2017-01-16,21
350,45412,Stayed,1,331,2404,508,2017-01-12,2017-01-12,2017-01-13,21
351,45412,Stayed,1,331,2599,550,2017-01-11,2017-01-11,2017-01-12,21
352,45412,Stayed,1,331,2469,627,2017-01-09,2017-01-10,2017-01-11,25
353,128226,Stayed,1,331,7406,1880,2017-01-06,2017-01-07,2017-01-10,25
354,63032,Stayed,1,331,2274,578,2017-01-06,2017-01-06,2017-01-07,25
355,189468,Stayed,1,93,4417,935,2017-01-09,2017-01-17,2017-01-19,21
356,2827,Stayed,1,93,4157,880,2017-01-25,2017-02-08,2017-02-10,21
357,119314,Cancelled,1,92,2404,508,2017-01-12,2017-01-16,2017-01-17,21
358,38803,Stayed,1,92,10395,2639,2017-01-06,2017-01-09,2017-01-13,25
359,92904,Cancelled,1,92,3054,646,2017-01-05,2017-01-11,2017-01-12,21
360,153421,"No Show",1,205,5977,1315,2017-01-09,2017-01-12,2017-01-14,22
361,92904,Stayed,1,205,2924,618,2017-01-11,2017-01-11,2017-01-12,21
362,153421,"No Show",1,205,2501,656,2017-01-09,2017-01-11,2017-01-12,26
363,92904,Stayed,1,205,2599,550,2017-01-05,2017-01-10,2017-01-11,21
364,65796,Stayed,1,205,2274,578,2017-01-09,2017-01-09,2017-01-10,25
365,65796,Stayed,1,205,2274,501,2017-01-07,2017-01-07,2017-01-08,22
366,65796,Stayed,1,205,2274,578,2017-01-08,2017-01-08,2017-01-09,25
367,153421,Cancelled,1,205,2274,501,2017-01-07,2017-01-10,2017-01-11,22
368,153421,Cancelled,1,205,3054,672,2017-01-07,2017-01-13,2017-01-14,22
369,153421,Cancelled,1,205,3054,672,2017-01-07,2017-01-12,2017-01-13,22
370,153421,Cancelled,1,205,2729,716,2017-01-08,2017-01-11,2017-01-12,26
371,77837,Cancelled,1,668,10331,2273,2017-01-21,2017-02-14,2017-02-17,22
372,20154,Stayed,1,668,3184,673,2017-01-13,2017-01-13,2017-01-14,21
373,15300,Cancelled,1,716,3119,686,2017-01-30,2017-01-30,2017-01-31,22
374,130844,Cancelled,1,716,3704,815,2017-01-27,2017-01-28,2017-01-29,22
375,74653,Stayed,1,716,3444,758,2017-01-15,2017-01-15,2017-01-16,22
376,23913,Stayed,1,716,2859,726,2017-01-05,2017-01-05,2017-01-06,25
377,23913,Cancelled,1,716,3119,818,2017-01-05,2017-01-05,2017-01-06,26
378,82702,Cancelled,1,716,6887,1748,2017-01-03,2017-01-06,2017-01-08,25
379,124801,Cancelled,1,716,3379,858,2017-01-02,2017-01-02,2017-01-03,25
380,98338,Cancelled,1,462,2924,767,2017-01-10,2017-01-10,2017-01-11,26
381,163768,Stayed,1,135,5457,1431,2017-01-04,2017-01-06,2017-01-08,26
382,20597,Cancelled,1,135,11955,3035,2017-01-12,2017-02-02,2017-02-06,25
383,155124,"No Show",1,135,5587,1183,2017-01-26,2017-01-26,2017-01-28,21
384,155124,Cancelled,1,135,3054,776,2017-01-26,2017-01-27,2017-01-28,25
385,150731,Cancelled,2,129,26512,6730,2017-01-29,2017-02-23,2017-02-26,25
386,128782,Cancelled,1,129,3249,688,2017-01-14,2017-01-14,2017-01-15,21
387,50641,Cancelled,1,25,3444,0,2017-01-07,2017-01-08,2017-01-09,0
388,23913,Cancelled,1,25,3054,776,2017-01-05,2017-01-05,2017-01-06,25
389,179988,Cancelled,1,114,5654,1196,2017-01-25,2017-02-08,2017-02-09,21
390,155124,Cancelled,1,114,3639,924,2017-01-26,2017-01-26,2017-01-27,25
391,130118,"No Show",1,147,4029,853,2017-01-02,2017-01-15,2017-01-16,21
392,151526,Cancelled,1,147,3704,941,2017-01-13,2017-01-14,2017-01-15,25
393,21595,Stayed,1,350,2729,578,2017-01-27,2017-01-27,2017-01-28,21
394,21595,Stayed,1,350,2729,693,2017-01-27,2017-01-27,2017-01-28,25
395,7971,Cancelled,1,350,2859,605,2017-01-23,2017-01-24,2017-01-25,21
396,28805,Stayed,1,350,2859,1210,2017-01-21,2017-01-22,2017-01-23,42
397,12255,Cancelled,1,366,3201,678,2017-01-20,2017-01-25,2017-01-27,21
398,95174,Stayed,1,366,2092,442,2017-01-18,2017-01-19,2017-01-20,21
399,23806,"No Show",1,366,1495,317,2017-01-15,2017-01-15,2017-01-16,21
400,74325,"No Show",1,366,2062,541,2017-01-05,2017-01-05,2017-01-06,26
401,93264,Stayed,1,366,1300,330,2017-01-05,2017-01-05,2017-01-06,25
402,12255,Stayed,1,375,3767,798,2017-01-20,2017-01-25,2017-01-27,21
403,12255,Cancelled,1,375,3767,798,2017-01-20,2017-01-25,2017-01-27,21
404,42551,Stayed,1,375,1884,398,2017-01-17,2017-01-18,2017-01-19,21
405,101548,Cancelled,1,960,1560,330,2017-01-31,2017-01-31,2017-02-01,21
406,101548,Cancelled,1,960,1560,330,2017-01-29,2017-01-29,2017-01-30,21
407,85351,Stayed,1,960,3684,811,2017-01-26,2017-01-27,2017-01-29,22
408,181599,Stayed,2,960,6360,1399,2017-01-18,2017-01-23,2017-01-25,22
409,74325,Stayed,1,960,1300,341,2017-01-08,2017-01-08,2017-01-09,26
410,80621,Cancelled,1,960,3169,832,2017-01-04,2017-01-08,2017-01-09,26
411,110402,Cancelled,1,348,1949,495,2017-01-03,2017-01-06,2017-01-07,25
412,106764,Cancelled,1,579,2274,481,2017-01-20,2017-01-21,2017-01-22,21
413,16292,Stayed,1,579,2404,508,2017-01-18,2017-01-21,2017-01-22,21
414,82702,Stayed,1,579,4547,1154,2017-01-03,2017-01-06,2017-01-08,25
415,194124,Stayed,1,579,1819,462,2017-01-06,2017-01-06,2017-01-07,25
416,86098,Stayed,1,579,2599,550,2017-01-01,2017-01-01,2017-01-02,21
417,30995,Cancelled,1,380,2404,611,2017-01-23,2017-01-27,2017-01-28,25
418,161755,Cancelled,1,380,1949,495,2017-01-02,2017-01-02,2017-01-03,25
419,29124,Cancelled,1,380,2144,453,2017-01-01,2017-01-02,2017-01-03,21
420,144450,Stayed,1,396,3509,743,2017-01-31,2017-02-10,2017-02-11,21
421,43523,Cancelled,1,396,2989,658,2017-01-15,2017-01-15,2017-01-16,22
422,163779,Stayed,1,441,3119,660,2017-01-12,2017-01-12,2017-01-13,21
423,126315,Stayed,2,391,16372,3601,2017-01-30,2017-02-07,2017-02-10,22
424,83467,Stayed,1,62,2274,481,2017-01-21,2017-01-21,2017-01-22,21
425,154248,Cancelled,1,62,2144,453,2017-01-19,2017-01-19,2017-01-20,21
426,154248,Cancelled,1,62,2144,453,2017-01-18,2017-01-19,2017-01-20,21
427,136431,Cancelled,1,62,1949,413,2017-01-30,2017-01-30,2017-01-31,21
428,48935,Cancelled,1,62,1949,429,2017-01-14,2017-01-15,2017-01-16,22
429,40035,Stayed,1,62,2014,426,2017-01-14,2017-01-14,2017-01-15,21
430,177670,Stayed,1,62,1754,371,2017-01-13,2017-01-13,2017-01-14,21
431,24838,Stayed,1,62,2209,468,2017-01-11,2017-01-11,2017-01-12,21
432,89811,Stayed,1,62,1689,429,2017-01-09,2017-01-09,2017-01-10,25
433,136431,Stayed,1,62,2794,591,2017-01-02,2017-01-02,2017-01-03,21
434,126821,Stayed,2,62,5327,1352,2017-01-02,2017-01-03,2017-01-04,25
435,126821,Stayed,1,62,2664,677,2017-01-02,2017-01-03,2017-01-04,25
436,33021,"No Show",1,62,2252,476,2017-01-01,2017-01-01,2017-01-02,21
437,177670,Cancelled,1,62,1884,479,2017-01-09,2017-01-09,2017-01-10,25
438,16277,Cancelled,1,233,27937,5910,2017-01-08,2017-03-03,2017-03-10,21
439,122587,Stayed,1,233,1949,413,2017-01-31,2017-01-31,2017-02-01,21
440,166643,Cancelled,1,233,2664,586,2017-01-30,2017-01-30,2017-01-31,22
441,7936,Stayed,1,313,2729,578,2017-01-14,2017-01-14,2017-01-15,21
442,111950,Stayed,1,313,2729,578,2017-01-13,2017-01-13,2017-01-14,21
443,50900,Cancelled,1,313,2729,601,2017-01-12,2017-01-12,2017-01-13,22
444,14778,Cancelled,1,378,11307,2393,2017-01-30,2017-03-03,2017-03-05,21
445,145486,"No Show",1,378,4939,1045,2017-01-01,2017-01-03,2017-01-04,21
446,69450,Cancelled,1,74,2209,468,2017-01-31,2017-01-31,2017-02-01,21
447,69450,Cancelled,1,74,1949,413,2017-01-30,2017-01-31,2017-02-01,21
448,20408,Stayed,1,74,2534,558,2017-01-28,2017-01-29,2017-01-30,22
449,55143,Cancelled,1,74,3379,715,2017-01-27,2017-01-27,2017-01-28,21
450,55143,Stayed,1,74,2924,618,2017-01-26,2017-01-26,2017-01-27,21
451,55143,Stayed,1,74,11497,2432,2017-01-21,2017-01-22,2017-01-26,21
452,198590,Stayed,1,74,2144,453,2017-01-22,2017-01-22,2017-01-23,21
453,57573,Stayed,1,74,2144,545,2017-01-22,2017-01-22,2017-01-23,25
454,69450,Stayed,1,74,2144,453,2017-01-21,2017-01-21,2017-01-22,21
455,69450,Stayed,1,74,2079,528,2017-01-20,2017-01-20,2017-01-21,25
456,55143,Cancelled,1,74,10717,2267,2017-01-18,2017-01-18,2017-01-22,21
457,193175,Stayed,1,74,4547,1154,2017-01-10,2017-01-10,2017-01-12,25
458,183557,Cancelled,1,74,2599,660,2017-01-10,2017-01-11,2017-01-12,25
459,116791,Cancelled,1,116,1689,358,2017-01-11,2017-01-12,2017-01-13,21
460,67664,Cancelled,1,116,1884,415,2017-01-15,2017-01-15,2017-01-16,22
461,107073,Cancelled,1,178,2599,550,2017-01-27,2017-01-28,2017-01-29,21
462,53934,Cancelled,1,263,2274,481,2017-01-17,2017-01-18,2017-01-19,21
463,21052,Stayed,1,263,2014,426,2017-01-11,2017-01-11,2017-01-12,21
464,51987,Stayed,1,263,2014,512,2017-01-08,2017-01-08,2017-01-09,25
465,160722,Stayed,1,263,1819,462,2017-01-05,2017-01-05,2017-01-06,25
466,162890,Stayed,1,21,2469,523,2017-01-29,2017-02-04,2017-02-05,21
467,180948,Stayed,1,21,1559,330,2017-01-27,2017-01-27,2017-01-28,21
468,45625,Stayed,1,21,1819,385,2017-01-19,2017-01-19,2017-01-20,21
469,49431,Stayed,1,21,2469,523,2017-01-13,2017-01-13,2017-01-14,21
470,13139,Cancelled,1,21,2144,545,2017-01-03,2017-01-04,2017-01-05,25
471,13139,Cancelled,1,21,2144,545,2017-01-03,2017-01-03,2017-01-04,25
472,155186,Stayed,1,29,1884,398,2017-01-31,2017-02-02,2017-02-03,21
473,13951,Stayed,1,29,2014,426,2017-01-27,2017-01-28,2017-01-29,21
474,23457,Stayed,1,29,2274,501,2017-01-21,2017-01-21,2017-01-22,22
475,163241,Stayed,1,29,2014,426,2017-01-17,2017-01-18,2017-01-19,21
476,163241,Cancelled,1,29,2014,426,2017-01-15,2017-01-17,2017-01-18,21
477,138882,Stayed,1,29,3442,728,2017-01-13,2017-01-13,2017-01-15,21
478,138882,Cancelled,1,29,2339,495,2017-01-14,2017-01-14,2017-01-15,21
479,151220,Stayed,2,3,3897,989,2017-01-30,2017-01-30,2017-01-31,25
480,15900,Cancelled,1,3,2014,426,2017-01-28,2017-01-29,2017-01-30,21
481,44371,Stayed,1,3,2339,495,2017-01-19,2017-01-21,2017-01-22,21
482,144642,Stayed,1,3,2079,458,2017-01-19,2017-01-20,2017-01-21,22
483,7121,Stayed,1,3,2079,458,2017-01-17,2017-01-18,2017-01-19,22
484,68127,Stayed,1,3,2339,495,2017-01-15,2017-01-15,2017-01-16,21
485,138579,Cancelled,6,3,91962,20231,2017-01-12,2017-01-15,2017-01-21,22
486,123820,Stayed,1,3,2079,440,2017-01-10,2017-01-11,2017-01-12,21
487,5977,Stayed,1,3,926,235,2017-01-09,2017-01-09,2017-01-10,25
488,6033,Cancelled,1,3,2209,580,2017-01-06,2017-01-07,2017-01-08,26
489,193175,Stayed,1,3,2339,594,2017-01-06,2017-01-06,2017-01-07,25
490,193175,Stayed,1,3,2144,545,2017-01-05,2017-01-05,2017-01-06,25
491,102430,Cancelled,1,3,2469,523,2017-01-01,2017-01-02,2017-01-03,21
492,14601,Stayed,1,33,1949,413,2017-01-26,2017-02-04,2017-02-05,21
493,19536,Cancelled,1,33,1949,413,2017-01-30,2017-02-01,2017-02-02,21
494,71170,Stayed,1,33,2987,758,2017-01-28,2017-01-29,2017-01-31,25
495,19536,Stayed,1,33,2079,440,2017-01-17,2017-01-28,2017-01-29,21
496,19536,Stayed,1,33,2404,508,2017-01-26,2017-01-27,2017-01-28,21
497,7731,Cancelled,1,33,1949,413,2017-01-26,2017-01-29,2017-01-30,21
498,9133,Cancelled,1,33,2404,508,2017-01-24,2017-01-26,2017-01-27,21
499,61311,Cancelled,1,33,2404,508,2017-01-26,2017-01-26,2017-01-27,21
500,1864,Stayed,1,33,1754,371,2017-01-25,2017-01-25,2017-01-26,21
501,21418,Cancelled,1,33,1689,358,2017-01-22,2017-01-23,2017-01-24,21
502,171636,Stayed,1,33,2079,528,2017-01-16,2017-01-21,2017-01-22,25
503,13131,Stayed,1,33,2144,453,2017-01-09,2017-01-21,2017-01-22,21
504,119112,Stayed,1,33,1949,413,2017-01-19,2017-01-21,2017-01-22,21
505,60515,Cancelled,1,33,2079,440,2017-01-15,2017-01-22,2017-01-23,21
506,98373,Stayed,1,33,1949,413,2017-01-19,2017-01-20,2017-01-21,21
507,51987,Stayed,1,33,2144,453,2017-01-18,2017-01-19,2017-01-20,21
508,81637,Stayed,1,33,1949,429,2017-01-18,2017-01-18,2017-01-19,22
509,119112,Cancelled,1,33,2144,453,2017-01-14,2017-01-21,2017-01-22,21
510,171636,Cancelled,1,33,2079,440,2017-01-15,2017-01-21,2017-01-22,21
511,46697,"No Show",1,33,2209,468,2017-01-12,2017-01-13,2017-01-14,21
512,119112,Cancelled,1,33,2209,468,2017-01-07,2017-01-14,2017-01-15,21
513,19536,Cancelled,1,33,2079,440,2017-01-17,2017-01-28,2017-01-29,21
514,162890,Stayed,1,33,1754,446,2017-01-09,2017-01-09,2017-01-10,25
515,85376,Stayed,1,33,2729,693,2017-01-07,2017-01-07,2017-01-08,25
516,44356,Stayed,1,33,2079,440,2017-01-02,2017-01-02,2017-01-03,21
517,13139,Cancelled,1,33,2144,545,2017-01-05,2017-01-05,2017-01-06,25
518,11332,Stayed,1,420,11692,2968,2017-01-05,2017-01-08,2017-01-14,25
519,189769,Stayed,1,420,2469,523,2017-01-01,2017-01-01,2017-01-02,21
520,181839,Stayed,1,305,1949,413,2017-01-27,2017-01-27,2017-01-28,21
521,21854,Cancelled,1,305,2339,495,2017-01-23,2017-01-28,2017-01-29,21
522,127661,Stayed,1,305,14551,3078,2017-01-14,2017-01-14,2017-01-21,21
523,30963,Stayed,1,305,2209,468,2017-01-12,2017-01-13,2017-01-14,21
524,13951,Stayed,1,305,4547,1154,2017-01-06,2017-01-07,2017-01-09,25
525,141491,Stayed,1,305,2274,578,2017-01-07,2017-01-07,2017-01-08,25
526,13951,Stayed,1,305,2014,426,2017-01-20,2017-01-21,2017-01-22,21
527,4595,Stayed,1,37,2339,495,2017-01-30,2017-02-01,2017-02-02,21
528,8861,Stayed,1,37,2144,453,2017-01-30,2017-01-30,2017-01-31,21
529,13091,Stayed,1,37,1624,343,2017-01-16,2017-01-16,2017-01-17,21
530,75070,Cancelled,1,37,1884,398,2017-01-11,2017-01-11,2017-01-12,21
531,4595,Cancelled,1,37,2339,594,2017-01-04,2017-01-06,2017-01-07,25
532,3770,Stayed,1,37,2339,594,2017-01-05,2017-01-05,2017-01-06,25
533,22963,Stayed,1,463,2014,426,2017-01-24,2017-01-25,2017-01-26,21
534,107073,Stayed,1,449,2817,596,2017-01-28,2017-01-28,2017-01-29,21
535,19130,Stayed,1,449,3812,838,2017-01-24,2017-01-24,2017-01-26,22
536,50869,Cancelled,1,449,2192,464,2017-01-25,2017-01-26,2017-01-27,21
537,16287,Stayed,1,449,2192,464,2017-01-24,2017-01-24,2017-01-25,21
538,105510,Stayed,1,449,2783,589,2017-01-11,2017-01-15,2017-01-16,21
539,135460,Stayed,1,449,2522,534,2017-01-14,2017-01-14,2017-01-15,21
540,62101,Stayed,1,449,2192,464,2017-01-14,2017-01-14,2017-01-15,21
541,152685,Cancelled,1,449,2757,700,2017-01-07,2017-01-08,2017-01-09,25
542,128702,Stayed,1,449,2349,596,2017-01-07,2017-01-07,2017-01-08,25
543,78628,Stayed,1,449,2206,466,2017-01-23,2017-01-23,2017-01-24,21
544,99794,Stayed,1,449,2042,536,2017-01-03,2017-01-03,2017-01-04,26
545,81709,Cancelled,1,449,2192,464,2017-01-01,2017-01-02,2017-01-03,21
546,765,Stayed,1,13,1949,578,2017-01-25,2017-01-26,2017-01-27,30
547,165031,Stayed,1,13,1819,385,2017-01-22,2017-01-22,2017-01-23,21
548,165031,Cancelled,1,13,2209,468,2017-01-18,2017-01-22,2017-01-23,21
549,87679,Stayed,1,13,3117,685,2017-01-18,2017-01-19,2017-01-21,22
550,8353,Cancelled,1,13,1949,413,2017-01-18,2017-01-21,2017-01-22,21
551,12485,Stayed,1,13,2209,561,2017-01-07,2017-01-07,2017-01-08,25
552,165031,Stayed,1,13,1949,413,2017-01-27,2017-01-28,2017-01-29,21
553,10453,Stayed,1,207,1754,386,2017-01-29,2017-02-08,2017-02-09,22
554,10453,Stayed,1,207,3637,800,2017-01-26,2017-01-26,2017-01-28,22
555,60132,Stayed,2,207,4157,1055,2017-01-24,2017-01-25,2017-01-26,25
556,7970,Stayed,1,207,1819,385,2017-01-24,2017-01-25,2017-01-26,21
557,10453,Cancelled,1,207,3637,800,2017-01-16,2017-01-26,2017-01-28,22
558,77525,Stayed,1,207,1819,385,2017-01-16,2017-01-21,2017-01-22,21
559,63947,"No Show",1,207,1494,316,2017-01-29,2017-01-30,2017-01-31,21
560,98373,Cancelled,1,207,1819,385,2017-01-19,2017-01-20,2017-01-21,21
561,11404,Cancelled,1,207,1819,400,2017-01-17,2017-01-19,2017-01-20,22
562,77525,Cancelled,1,207,1949,413,2017-01-16,2017-01-21,2017-01-22,21
563,130031,Stayed,1,207,1949,413,2017-01-14,2017-01-14,2017-01-15,21
564,108169,Cancelled,1,207,1949,413,2017-01-12,2017-01-20,2017-01-21,21
565,7970,Stayed,1,207,1949,413,2017-01-11,2017-01-11,2017-01-12,21
566,21052,Stayed,1,207,2014,512,2017-01-08,2017-01-09,2017-01-10,25
567,137115,Stayed,1,207,1884,479,2017-01-03,2017-01-06,2017-01-07,25
568,182041,"No Show",1,207,1884,398,2017-01-01,2017-01-02,2017-01-03,21
569,15037,"No Show",1,207,1884,398,2017-01-01,2017-01-02,2017-01-03,21
570,196020,Cancelled,1,207,2339,495,2017-01-01,2017-01-01,2017-01-02,21
571,13959,Stayed,1,629,8637,1827,2017-01-18,2017-01-20,2017-01-24,21
572,14601,Stayed,1,629,2404,508,2017-01-21,2017-01-21,2017-01-22,21
573,14601,Cancelled,1,629,1689,358,2017-01-21,2017-01-21,2017-01-22,21
574,75070,Cancelled,1,629,2144,545,2017-01-10,2017-01-10,2017-01-11,25
575,197313,Stayed,1,629,4157,914,2017-01-05,2017-01-06,2017-01-08,22
576,32837,"No Show",1,629,2144,453,2017-01-26,2017-01-26,2017-01-27,21
577,83735,Stayed,1,629,2079,528,2017-01-03,2017-01-05,2017-01-06,25
578,136431,Stayed,1,629,2209,561,2017-01-03,2017-01-03,2017-01-04,25
579,22963,Cancelled,1,440,2079,440,2017-01-30,2017-01-30,2017-01-31,21
580,134836,Stayed,1,16,2729,578,2017-01-22,2017-01-25,2017-01-26,21
581,165303,Stayed,1,16,2599,550,2017-01-24,2017-01-24,2017-01-25,21
582,134836,Stayed,1,16,3119,792,2017-01-04,2017-01-12,2017-01-13,25
583,11659,Stayed,2,16,6237,1320,2017-01-01,2017-01-01,2017-01-02,21
584,59877,Stayed,1,955,2209,468,2017-01-30,2017-02-01,2017-02-02,21
585,151502,Cancelled,1,955,2339,495,2017-01-15,2017-01-15,2017-01-16,21
586,178968,Stayed,1,955,1819,462,2017-01-03,2017-01-03,2017-01-04,25
587,17641,Stayed,1,955,1884,415,2017-01-27,2017-01-29,2017-01-30,22
588,8605,Cancelled,1,955,2144,545,2017-01-03,2017-01-04,2017-01-05,25
589,23503,Stayed,1,515,2859,605,2017-01-28,2017-01-28,2017-01-29,21
590,33493,"No Show",1,515,2599,550,2017-01-27,2017-01-27,2017-01-28,21
591,33493,Stayed,2,523,4157,880,2017-01-14,2017-01-14,2017-01-15,21
592,113889,Stayed,1,523,2079,440,2017-01-14,2017-01-14,2017-01-15,21
593,168886,Cancelled,1,523,2404,508,2017-01-12,2017-01-14,2017-01-15,21
594,21152,Stayed,1,243,2014,443,2017-01-03,2017-01-04,2017-01-05,22
595,44291,Cancelled,1,399,2144,545,2017-01-25,2017-01-25,2017-01-26,25
596,23806,Cancelled,1,399,2209,561,2017-01-14,2017-01-15,2017-01-16,25
597,18314,Cancelled,1,399,2534,644,2017-01-05,2017-01-06,2017-01-07,25
598,108360,Stayed,1,848,2534,536,2017-01-31,2017-02-02,2017-02-03,21
599,108360,Cancelled,1,848,2534,536,2017-01-31,2017-02-01,2017-02-02,21
600,29619,Stayed,1,848,2534,536,2017-01-17,2017-01-18,2017-01-19,21
601,171784,Stayed,1,848,2664,563,2017-01-15,2017-01-15,2017-01-16,21
602,195924,Cancelled,1,848,2599,660,2017-01-09,2017-01-09,2017-01-10,25
603,195924,Cancelled,1,848,2599,660,2017-01-09,2017-01-09,2017-01-10,25
604,80607,Stayed,1,131,1819,385,2017-01-20,2017-01-28,2017-01-29,21
605,96563,Stayed,1,131,2274,481,2017-01-15,2017-01-15,2017-01-16,21
606,136456,Stayed,1,131,1559,396,2017-01-10,2017-01-10,2017-01-11,25
607,181852,Stayed,1,131,1624,426,2017-01-05,2017-01-05,2017-01-06,26
608,74860,Stayed,1,653,2274,481,2017-01-28,2017-01-30,2017-01-31,21
609,74860,Cancelled,1,653,2729,578,2017-01-27,2017-01-30,2017-01-31,21
610,127446,Stayed,1,653,2599,660,2017-01-26,2017-01-26,2017-01-27,25
611,71922,Stayed,2,653,4027,853,2017-01-22,2017-01-24,2017-01-25,21
612,71922,Cancelled,2,653,4547,963,2017-01-21,2017-01-21,2017-01-22,21
613,145744,Stayed,1,653,2274,481,2017-01-20,2017-01-20,2017-01-21,21
614,178405,Stayed,1,653,2274,481,2017-01-14,2017-01-18,2017-01-19,21
615,145744,Cancelled,1,653,2339,495,2017-01-15,2017-01-15,2017-01-16,21
616,36818,Stayed,2,653,4417,935,2017-01-31,2017-02-01,2017-02-02,21
617,87764,Stayed,1,653,1754,446,2017-01-12,2017-01-12,2017-01-13,25
618,87764,Cancelled,1,653,1754,446,2017-01-12,2017-01-12,2017-01-13,25
619,74860,Stayed,1,653,2339,495,2017-01-10,2017-01-11,2017-01-12,21
620,56421,Stayed,1,653,2339,594,2017-01-10,2017-01-11,2017-01-12,25
621,87764,Cancelled,1,653,1884,479,2017-01-10,2017-01-10,2017-01-11,25
622,74860,Cancelled,1,653,2469,523,2017-01-09,2017-01-11,2017-01-12,21
623,171782,Stayed,1,653,1754,446,2017-01-08,2017-01-09,2017-01-10,25
624,1864,Stayed,1,653,2534,536,2017-01-02,2017-01-02,2017-01-03,21
625,150771,Cancelled,1,346,2274,481,2017-01-25,2017-02-02,2017-02-03,21
626,42741,Stayed,1,346,5132,1086,2017-01-24,2017-01-25,2017-01-27,21
627,150771,Stayed,1,346,2274,481,2017-01-26,2017-01-26,2017-01-27,21
628,106973,Cancelled,1,346,2209,486,2017-01-25,2017-01-25,2017-01-26,22
629,44291,Cancelled,1,346,1754,446,2017-01-25,2017-01-25,2017-01-26,25
630,150771,Cancelled,1,346,2599,550,2017-01-23,2017-01-26,2017-01-27,21
631,52787,Stayed,1,346,1754,446,2017-01-23,2017-01-24,2017-01-25,25
632,42741,Cancelled,1,346,2534,536,2017-01-24,2017-01-25,2017-01-26,21
633,91083,Stayed,1,346,2534,536,2017-01-20,2017-01-21,2017-01-22,21
634,87764,Stayed,1,346,1559,330,2017-01-20,2017-01-20,2017-01-21,21
635,87764,"No Show",1,346,1754,371,2017-01-18,2017-01-19,2017-01-20,21
636,61921,Cancelled,1,346,2209,468,2017-01-14,2017-01-15,2017-01-16,21
637,192035,Stayed,1,346,2729,693,2017-01-07,2017-01-08,2017-01-09,25
638,192035,Stayed,1,346,2404,611,2017-01-05,2017-01-07,2017-01-08,25
639,175626,Cancelled,1,346,2404,630,2017-01-05,2017-01-05,2017-01-06,26
640,59866,Stayed,1,346,1949,512,2017-01-04,2017-01-04,2017-01-05,26
641,86311,Stayed,1,346,3199,677,2017-01-01,2017-01-01,2017-01-02,21
642,14499,Cancelled,10,346,59254,12535,2017-01-01,2017-01-16,2017-01-18,21
643,32837,Stayed,1,176,2209,468,2017-01-15,2017-01-16,2017-01-17,21
644,4043,Cancelled,1,50,2729,578,2017-01-24,2017-01-25,2017-01-26,21
645,25479,Cancelled,1,50,2729,578,2017-01-23,2017-01-23,2017-01-24,21
646,122472,Stayed,1,50,3249,688,2017-01-21,2017-01-21,2017-01-22,21
647,20133,Stayed,1,50,2859,629,2017-01-20,2017-01-21,2017-01-22,22
648,7412,Stayed,1,50,2924,618,2017-01-07,2017-01-20,2017-01-21,21
649,20133,Cancelled,1,50,2859,0,2017-01-20,2017-01-21,2017-01-22,0
650,45644,Stayed,1,50,5977,1265,2017-01-11,2017-01-11,2017-01-13,21
651,65873,Stayed,1,50,3119,792,2017-01-07,2017-01-08,2017-01-09,25
652,35292,Stayed,1,50,3834,974,2017-01-07,2017-01-07,2017-01-08,25
653,162890,"No Show",1,50,2664,677,2017-01-02,2017-01-07,2017-01-08,25
